42,33,45,16,24
43,24,38,1,6
24,33,35,34,6
1,11,16,0,36
34,14,39,10,28
38,17,47,28,1
12,17,49,0,47
46,11,20,5,39
49,21,46,3,4
30,43,47,24,4
3,18,27,34,2
26,3,25,18,7
26,15,38,7,5
12,2,49,11,47
28,43,39,34,1
39,8,31,28,16
22,7,10,0,12
47,34,31,29,43
36,16,41,39,30
1,12,31,27,5
19,22,33,1,32
32,2,47,31,42
27,32,3,21,14
41,18,47,34,14
45,1,42,7,33
45,18,46,34,20
9,27,26,36,43
21,23,1,1,31
39,16,36,1,35
21,20,36,8,14
11,3,30,1,27
11,1,42,26,21
12,0,32,1,19
46,10,19,23,32
24,7,19,8,5
21,22,47,19,10
12,4,33,10,38
1,12,23,14,18
33,5,45,1,24
5,41,27,7,25
22,17,36,1,3
36,1,9,32,24
3,6,30,1,4
23,39,43,27,16
9,5,9,46,29
22,1,21,16,13
11,10,42,23,30
32,12,38,20,6
25,0,46,21,16
26,17,42,7,25
33,8,34,3,31
9,23,35,0,4
2,19,34,8,5
23,17,31,3,49
9,2,24,28,17
17,22,23,11,4
49,4,15,1,20
7,18,29,11,2
3,8,36,0,28
30,20,45,44,32
7,49,29,28,33
9,31,32,18,8
42,0,45,43,32
42,11,30,38,2
34,9,46,20,32
17,2,39,30,49
8,18,1,24,45
23,6,26,22,47
42,4,47,20,25
18,0,9,44,4
28,9,29,5,4
1,26,27,36,25
3,15,22,18,5
39,8,24,28,5
21,12,36,23,27
20,25,47,16,4
9,24,47,46,7
1,15,41,20,4
9,42,46,10,2
43,15,9,44,18
38,33,9,19,28
28,33,41,32,6
45,17,24,0,8
29,17,36,6,4
15,20,44,1,4
14,43,31,25,34
1,29,44,10,6
30,16,43,28,5
46,20,47,15,34
11,9,30,6,4
36,9,43,25,31
5,30,39,11,13
47,23,25,3,1
20,13,32,5,11
34,6,33,1,8
9,0,25,30,21
9,15,26,0,36
28,24,34,26,30
43,20,49,31,35
36,7,34,1,14
29,2,17,25,4
0,13,30,27,44
10,17,20,24,12
33,2,22,0,29
18,10,1,1,43
32,17,45,46,12
1,21,45,35,5
11,16,46,28,15
47,0,3,27,13
3,13,29,0,2
12,5,25,23,26
44,8,46,3,29
34,29,38,13,42
24,22,44,38,9
11,15,16,13,10
31,9,49,46,23
9,34,46,12,14
10,23,28,38,35
1,42,45,14,22
4,6,10,5,26
45,7,46,18,49
22,15,47,31,34
6,12,18,22,23
25,24,42,45,1
5,29,9,18,36
5,1,42,38,33
29,8,1,23,2
10,9,46,32,25
9,7,25,3,14
32,11,24,9,30
36,12,44,37,25
13,14,45,44,29
31,4,20,3,15
26,36,42,7,19
16,3,47,34,38
22,13,3,28,43
18,3,35,20,6
4,1,41,33,21
27,13,33,3,47
38,3,45,44,28
30,3,42,28,10
42,24,45,41,29
44,12,3,7,22
1,4,15,13,24
0,5,31,27,23
9,1,11,2,7
5,1,13,33,6
24,30,47,25,42
28,15,31,22,9
9,14,34,35,28
18,16,26,12,9
0,3,46,19,1
22,1,25,32,24
32,7,45,2,9
24,11,34,30,31
16,26,41,9,29
3,9,28,34,4
30,0,49,23,20
12,36,47,8,34
33,4,46,26,29
29,38,44,11,12
19,11,30,41,13
9,20,30,1,24
47,9,43,31,13
8,13,29,14,23
47,20,35,30,8
1,7,46,38,3
43,15,44,29,17
17,23,35,18,27
47,6,18,12,35
26,33,36,12,31
6,12,33,24,31
30,25,31,0,15
22,23,34,20,17
13,9,28,44,4
18,21,32,42,25
28,16,49,9,21
21,2,44,0,11
37,38,47,45,8
13,21,41,25,11
30,15,47,12,8
28,46,47,27,1
17,35,44,15,31
28,1,9,43,6
33,0,39,30,22
23,24,35,15,45
3,14,28,31,11
44,13,17,11,16
33,45,34,42,9
2,1,9,44,22
45,1,35,24,8
33,31,32,1,11
42,13,49,41,5
46,31,47,25,12
23,2,42,41,46
47,41,38,32,30
33,2,12,3,22
38,6,9,27,18
26,0,1,3,24
6,31,45,42,15
