12,9,34,31,39
29,27,35,19,9
38,39,44,7,10
27,32,6,41,33
29,18,38,35,31
45,43,13,0,42
42,23,12,0,43
12,13,32,40,4
39,35,13,5,23
22,17,15,27,45
33,27,14,17,2
19,15,5,33,34
23,15,28,42,29
27,49,44,13,45
47,18,26,6,11
48,34,18,16,44
3,45,34,44,18
40,4,41,34,36
12,21,34,48,2
21,42,8,33,28
49,7,45,0,22
19,29,28,9,45
11,12,5,42,48
0,23,37,47,3
24,47,39,29,18
25,38,17,10,8
27,8,5,28,19
37,23,0,18,3
34,46,21,12,6
49,4,46,27,48
19,33,31,40,5
34,33,49,3,2
12,0,24,23,40
28,35,45,18,47
33,21,39,45,22
43,14,26,27,39
1,12,9,46,32
3,10,29,33,8
46,48,26,5,29
43,15,5,25,12
40,34,48,31,23
46,14,23,26,25
30,45,36,42,8
4,44,34,28,35
25,14,7,13,0
24,13,44,6,5
2,41,17,34,14
3,17,41,47,27
28,0,36,9,34
23,20,7,6,49
31,27,42,48,23
38,22,2,17,41
46,4,9,21,14
44,42,35,31,46
29,35,11,23,27
7,42,28,17,43
27,32,39,15,41
47,18,43,9,3
2,47,29,23,6
41,30,14,16,47
24,37,48,14,34
19,5,30,31,37
11,45,30,24,42
2,47,21,13,22
48,26,19,47,32
29,28,5,36,14
2,9,16,21,26
0,41,6,40,38
41,3,46,25,42
17,38,9,36,33
1,0,27,8,44
35,24,1,2,29
32,0,2,25,35
30,35,10,22,20
9,12,33,25,13
7,8,4,26,3
24,42,0,27,44
40,49,18,17,41
4,21,38,18,15
19,39,12,32,24
32,15,46,5,43
29,15,2,9,44
24,22,32,49,1
23,37,44,3,39
19,29,8,7,30
25,30,26,15,38
31,32,27,41,16
31,2,49,7,48
1,25,41,32,0
20,43,5,42,9
17,29,9,10,23
31,26,30,12,10
25,47,12,31,33
18,28,2,44,6
29,28,25,37,48
18,16,35,43,30
9,44,30,37,7
2,47,45,3,20
4,26,36,48,7
27,21,32,13,18
12,13,31,7,49
17,2,11,30,39
0,7,14,25,32
1,18,38,25,16
9,2,24,14,49
2,20,3,1,14
16,13,49,21,20
1,17,43,0,11
0,1,16,45,12
1,3,38,20,32
16,12,38,2,7
45,34,24,18,18
0,30,21,1,7
15,21,35,25,9
21,2,2,3,0
2,26,20,38,4
27,18,42,17,4
17,11,23,20,49
0,8,6,3,8
17,5,1,3,38
3,1,19,20,5
0,11,38,1,15
46,5,49,38,7
27,0,7,49,25
28,24,26,22,49
39,9,17,14,6
13,9,19,3,2
13,30,2,26,23
2,3,49,3,28
1,7,31,8,48
18,7,23,3,20
7,13,2,1,31
11,13,18,3,17
3,11,13,11,7
45,30,3,22,21
45,21,38,25,4
27,14,11,32,1
7,17,27,18,13
18,32,37,2,16
39,30,49,43,25
23,9,8,3,7
2,27,3,11,17
2,27,42,30,20
18,6,2,39,2
38,32,25,18,49
11,12,49,18,33
41,13,11,17,14
17,1,49,0,7
2,23,29,11,49
13,27,2,16,38
47,3,11,2,13
20,13,49,47,4
11,7,49,17,6
11,6,38,25,11
5,3,30,44,14
9,17,11,38,7
2,0,17,14,10
7,7,49,11,17
32,18,34,25,17
7,11,27,20,25
25,14,45,32,25
13,2,11,2,38
3,20,2,3,18
23,27,11,1,11
7,31,15,23,49
14,49,17,17,11
20,16,1,27,13
1,38,24,10,20
0,19,7,20,1
10,11,2,1,2
18,2,20,12,4
36,0,23,21,12
5,11,31,28,30
7,16,13,14,20
49,2,9,5,38
17,14,41,1,2
1,38,32,20,1
48,17,3,20,18
24,17,27,11,49
11,27,38,19,4
5,25,27,49,2
5,16,21,13,24
38,19,11,13,38
45,13,15,31,3
15,4,47,18,42
7,0,18,20,4
25,7,47,3,16
8,13,17,27,11
32,1,28,15,4
43,31,49,18,1
18,28,2,27,1
49,42,2,7,10
14,25,1,41,2
16,21,11,11,10
48,9,1,11,49
1,7,15,14,15
3,15,18,3,6
6,15,3,49,16
16,26,24,20,49
12,16,41,11,18
