18,0,37,10,2
34,14,27,13,4
28,1,42,36,4
48,40,23,26,11
33,16,37,35,24
3,15,42,31,10
47,18,33,1,30
40,38,39,24,26
2,30,43,6,18
30,0,40,37,13
24,18,31,5,49
44,13,29,19,12
28,39,49,32,31
47,8,44,17,16
39,7,40,35,32
10,26,36,14,11
37,20,23,21,16
44,19,45,37,6
45,34,48,46,33
14,32,36,21,44
10,20,36,17,38
19,7,48,3,5
13,9,47,43,2
43,14,23,21,8
47,8,34,12,45
43,6,29,16,22
44,28,23,3,22
46,44,47,1,37
12,30,31,33,36
23,33,46,13,42
22,7,36,38,39
36,26,48,46,28
21,49,48,42,45
17,41,40,27,4
11,46,43,9,34
42,8,41,25,4
37,25,49,8,21
46,7,25,21,16
12,49,44,21,40
22,21,37,24,8
48,2,24,1,27
47,17,48,3,16
39,29,43,11,5
18,35,47,45,25
33,42,45,47,44
6,5,29,28,37
0,9,40,3,6
49,3,33,1,19
27,6,38,23,48
2,21,28,22,36
17,5,41,35,10
8,2,30,28,27
47,39,43,15,28
42,20,37,39,7
32,33,39,13,5
37,24,38,36,4
20,11,44,26,8
7,8,35,31,6
2,22,13,42,16
20,17,28,23,47
24,2,45,31,41
38,2,33,8,20
45,11,48,3,9
24,19,48,10,35
0,16,31,20,40
21,5,45,1,10
14,45,34,13,7
0,23,25,3,24
13,2,47,1,6
15,13,41,1,43
48,5,42,29,32
13,23,31,19,42
20,16,28,21,6
36,39,46,25,14
21,5,43,19,39
20,27,26,8,47
42,7,30,8,35
3,46,14,48,11
31,22,40,13,34
41,21,36,1,3
39,14,18,9,12
37,3,21,17,2
40,30,37,23,24
18,4,40,11,17
29,17,42,2,14
38,0,42,36,7
31,2,43,27,22
4,26,34,33,27
36,30,49,37,9
48,13,24,14,5
23,4,25,7,11
6,3,38,18,13
33,32,47,3,22
12,44,39,14,33
13,19,34,21,6
19,10,20,22,5
25,13,41,12,7
31,17,8,28,20
36,14,38,34,13
46,34,43,10,36
47,3,24,22,14
20,17,47,0,22
2,25,30,45,13
13,1,40,25,4
42,20,28,7,12
28,19,40,32,41
47,13,48,32,39
8,0,48,28,29
33,19,37,30,13
32,25,38,22,2
4,23,35,14,32
29,26,38,37,5
17,0,28,42,33
29,37,40,6,18
28,37,48,9,18
45,24,40,18,26
6,7,14,29,5
38,1,32,27,23
43,6,45,35,41
32,16,29,24,2
45,23,28,14,21
36,10,23,8,19
39,5,25,11,27
20,7,44,24,32
48,9,45,11,43
46,5,48,8,14
17,23,41,46,18
20,13,44,6,18
33,26,27,3,6
24,40,44,22,27
32,13,38,9,17
32,12,43,38,26
11,46,44,16,36
1,39,47,31,28
27,1,44,43,18
10,2,32,0,40
11,26,46,19,34
12,3,30,32,26
42,1,43,18,2
15,16,48,47,9
15,10,47,1,17
46,5,32,0,6
11,6,34,33,17
2,42,37,24,11
25,19,41,31,24
5,15,47,0,4
0,32,30,49,5
33,19,42,0,5
6,32,33,15,35
25,24,46,31,35
7,27,17,20,6
6,4,27,11,41
25,10,21,0,1
37,20,45,12,11
1,10,36,15,16
8,31,49,22,17
49,21,24,31,40
46,19,48,28,43
31,44,46,24,4
34,15,27,14,22
44,12,32,35,7
0,47,43,36,5
15,19,46,18,36
16,42,37,47,2
22,34,41,38,2
35,17,37,1,5
24,36,38,12,34
0,3,47,43,9
25,28,36,24,32
47,23,30,6,12
21,13,48,27,2
8,30,37,11,12
28,6,19,1,15
47,12,23,16,4
22,16,36,26,18
25,45,40,33,48
11,26,43,25,33
46,42,33,13,44
11,4,36,1,16
49,30,46,37,28
41,3,13,1,30
2,1,36,9,8
27,17,44,14,9
33,15,38,12,2
17,33,49,12,2
22,11,28,24,9
23,16,41,0,26
32,34,47,29,27
14,3,35,1,28
9,42,39,12,28
10,20,46,29,11
6,0,30,1,42
32,19,34,23,26
11,1,18,7,8
0,33,24,20,9
23,31,44,18,8
34,27,31,11,6
38,4,28,12,23
38,37,31,17,14
14,25,43,3,13
