17,9,30,7,44
18,23,31,14,6
5,48,23,6,16
29,16,30,17,10
8,27,28,30,6
47,2,45,17,5
31,29,35,6,30
47,10,42,31,37
33,20,37,42,24
35,19,46,1,15
31,14,34,7,16
45,27,35,24,17
47,13,38,36,23
21,40,42,8,19
15,7,45,1,2
7,6,40,27,25
27,11,39,33,5
22,15,39,45,42
0,10,45,40,32
15,0,44,5,4
30,11,38,47,2
1,6,38,9,27
38,9,45,27,25
33,6,46,19,4
19,17,47,0,9
6,39,49,43,46
13,12,34,29,2
10,4,14,16,27
6,10,31,25,2
19,3,38,33,5
31,11,47,28,29
27,29,43,23,4
18,19,42,26,2
3,7,34,14,46
41,1,9,0,4
46,35,42,12,25
12,18,47,0,8
46,42,48,26,15
4,47,26,21,39
34,10,45,41,33
21,1,35,29,5
15,29,39,11,36
30,12,39,37,25
17,13,45,3,29
11,44,37,28,43
30,39,49,44,5
21,35,48,29,25
5,4,6,12,33
7,34,44,11,31
3,10,48,27,43
16,44,45,47,46
13,32,35,6,18
39,15,38,11,7
24,32,26,31,39
35,21,24,6,33
10,21,47,46,25
11,24,38,27,36
13,46,39,38,33
34,48,38,16,37
14,20,28,10,6
49,7,39,9,8
39,5,47,28,33
28,26,27,12,14
29,23,49,18,47
45,12,40,41,13
26,7,25,1,20
0,47,29,24,16
41,33,36,0,7
25,7,28,9,36
33,39,43,20,11
28,11,26,8,14
21,12,48,30,44
24,18,31,17,29
9,10,31,14,13
2,16,44,32,46
25,17,31,20,4
19,36,46,14,24
32,2,23,27,10
14,41,39,36,44
41,47,48,35,30
21,24,45,18,4
42,15,37,13,32
42,16,38,36,31
34,23,36,1,4
38,19,42,5,11
27,32,47,8,39
9,20,43,17,25
31,9,37,13,19
29,8,44,17,20
1,8,31,18,15
26,37,43,36,8
29,0,40,43,6
0,21,44,41,20
1,7,44,17,18
44,16,48,46,14
16,6,20,9,45
8,6,24,18,30
33,29,35,7,2
5,14,48,34,28
19,10,29,1,21
22,12,30,25,7
34,23,48,36,5
3,15,45,0,46
36,25,39,31,9
10,12,19,24,32
20,23,34,25,48
16,39,41,9,2
28,1,41,32,20
33,12,38,37,9
32,2,42,33,41
3,48,41,34,4
16,29,38,35,45
21,15,37,46,27
29,35,38,28,2
26,36,41,16,33
29,6,43,10,39
15,0,11,12,8
4,3,22,44,15
25,17,37,40,20
3,13,19,38,8
24,20,40,30,43
15,21,33,44,14
12,5,38,19,15
36,21,31,18,7
6,11,34,49,2
3,36,39,45,4
30,8,49,45,21
5,0,40,43,22
37,16,23,3,5
18,21,27,13,39
39,29,36,5,2
33,23,45,29,25
44,37,22,32,29
48,0,42,35,4
36,7,33,9,21
32,33,46,30,20
3,25,28,46,26
49,4,40,18,26
10,2,41,21,45
13,39,25,18,15
9,10,41,35,28
7,10,13,17,37
6,1,36,48,42
14,3,36,1,8
14,2,40,41,4
27,12,43,1,22
24,19,37,23,14
11,18,29,16,20
40,22,26,0,5
18,9,41,0,34
10,13,22,14,44
21,39,49,1,15
10,20,48,21,13
3,11,44,32,43
49,8,46,0,37
17,10,44,0,14
10,18,43,2,11
40,37,45,32,10
39,30,35,8,21
16,21,31,7,8
3,34,33,0,21
37,26,42,3,29
23,29,41,3,17
22,41,48,6,27
15,6,19,14,17
47,36,20,17,33
5,31,36,38,34
32,10,34,31,19
22,7,48,20,45
34,26,38,10,15
14,0,32,44,11
15,6,45,7,35
44,7,49,0,40
4,12,29,5,32
2,18,19,9,25
21,35,38,36,18
9,12,18,46,23
3,5,48,24,6
38,32,43,33,34
12,7,47,17,43
39,31,22,25,33
32,5,19,0,26
12,6,30,21,20
16,1,26,39,11
46,18,28,0,21
40,7,44,31,6
35,9,40,30,37
33,6,22,15,26
0,48,35,17,4
5,4,25,20,21
9,12,36,24,30
0,6,44,42,25
30,19,38,3,20
34,23,42,3,19
33,17,40,1,36
39,18,45,24,40
38,4,21,17,35
46,31,48,30,38
8,11,43,39,49
45,1,41,35,25
