25.0,164.96905767917633,0.25,nan,nan,nan,1.0,0.0,0.0,0.0
25.0,164.96905767917633,0.25,nan,nan,nan,1.0,0.0,0.0,0.0
25.0,164.96905767917633,0.25,nan,nan,nan,1.0,0.0,0.0,0.0
25.0,164.96905767917633,0.25,nan,nan,nan,1.0,0.0,0.0,0.0
25.0,164.96905767917633,0.25,nan,nan,nan,1.0,0.0,0.0,0.0
25.0,164.96905767917633,0.25,nan,nan,nan,1.0,0.0,0.0,0.0
25.0,164.96905767917633,0.25,nan,nan,nan,1.0,0.0,0.0,0.0
25.0,164.96905767917633,0.25,nan,nan,nan,1.0,0.0,0.0,0.0
25.0,164.96905767917633,0.25,nan,nan,nan,1.0,0.0,0.0,0.0
25.0,164.96905767917633,0.25,nan,nan,nan,1.0,0.0,0.0,0.0
